"Id do Aeródromo","CIAD","Código OACI","Id to Tipo de Uso","Tipo de Uso","Nome","Município","UF","País","Município Servido","UF Servido","Latitude","Longitude","Altitude","Operação Diurna","Operação Noturna","Id da Pista 1","Designação (Pista 1)","Comprimento (Pista 1)","Largura (Pista 1)","Resistência (Pista 1)","Superfície (Pista 1)","Aeronave Crítica (Pista 1)","Tipo Operação por Cabeceira (Pista 1)","Luzes de Eixo de Pista (Pista 1)","Luzes de Borda de Pista (Pista 1)","Id da Pista 2","Designação (Pista 2)","Comprimento (Pista 2)","Largura (Pista 2)","Resistência (Pista 2)","Superfície (Pista 2)","Aeronave Crítica (Pista 2)","Tipo Operação por Cabeceira (Pista 2)","Luzes de Eixo de Pista (Pista 2)","Luzes de Borda de Pista (Pista 2)","Tipo de Cadastro","Situação","Classe RBAC 153","Perfil Operacional RBAC 153","Classe RBAC 107","Tipo de Operação Internacional (nomenclatura OACI)","Tipo de Operação Internacional (conforme AIP BRASIL)","Certificação Operacional","Portaria de Certificação","Validade do Cadastro","Portaria de Cadastro","Restrição","Referência Cautelar","Amazônia Legal"
8922,"RS0185","",1,"Privado","ASOR SUL CONNECT","CAXIAS DO SUL","RS","Brasil","","","29°13'08,0""S","051°10'18,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","24/03/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7535.pdf"," ","","não"
15047,"MS0567","",1,"Privado","Retiro Barranco","MIRANDA","MS","Brasil","","","19°58'13,0""S","056°44'38,0""W","104 m","VFR","Sem Operação",16769,"12/30","550 m","18 m","5000 Kg /   0,50 MPa","Cascalho","","12 - Visual; 30 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","24/01/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7004.pdf"," ","","não"
17442,"MT0899","",1,"Privado","FAZENDA MORADA DE DEUS","NOVA MUTUM","MT","Brasil","","","14°01'33,0""S","055°32'26,0""W","538 m","VFR","Sem Operação",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","sim"
19642,"MT0938","",1,"Privado","FAZENDA SANTA MARIA","BARRA DO GARÇAS","MT","Brasil","","","15°21'40,0""S","053°02'59,0""W","479 m","VFR","Sem Operação",26721,"08/26","1100 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","08 - Visual; 26 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","26/07/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11.947.pdf"," ","","sim"
6610,"AB0113","",1,"Privado","CARAPEBA 1","","","","","","","","42 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Águas Brasileiras","Cadastrado",,"","","","","não","","30/09/2024","https://pergamum.anac.gov.br/arquivos/PA2021-6094.pdf"," ","","N/A"
16944,"SP1446","",2,"Público","Floriano Côrtes","ITARARÉ","SP","Brasil","","","24°07'15,0""S","049°18'20,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
17369,"PA0356","",1,"Privado","Fazenda Realeza","NOVO PROGRESSO","PA","Brasil","","","07°37'26,0""S","055°13'36,0""W","252 m","VFR","Sem Operação",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","05/12/3032","https://pergamum.anac.gov.br/arquivos/PA2022-9882.pdf"," ","","sim"
16182,"BA0419","",1,"Privado","FAZENDA PALESTRA","SÃO DESIDÉRIO","BA","Brasil","","","12°39'13,0""S","045°37'54,0""W","755 m","VFR","Sem Operação",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","21/11/2032","https://pergamum.anac.gov.br/arquivos/PA2022-9659.pdf.pdf"," ","","não"
17663,"AL0053","",1,"Privado","SIX SANTÉ","MARECHAL DEODORO","AL","Brasil","","","09°43'01,0""S","035°49'38,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
4461,"AM0071","",1,"Privado","Maués","MAUÉS","AM","Brasil","","","06°01'17,0""S","058°08'16,0""W","178 m","VFR","Sem Operação",4328,"07/25","500 m","20 m","4500 Kg /   0,50 MPa","Cascalho","","07 - ; 25 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","sim"
4617,"MT0305","SSPC",1,"Privado","Fazenda Santa Júlia","COCALINHO","MT","Brasil","","","13°43'54,0""S","051°20'24,0""W","264 m","VFR","Sem Operação",3363,"08/26","1400 m","30 m","5700 Kg /   0,50 MPa","Cascalho","","08 - ; 26 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","27/11/2024","https://pergamum.anac.gov.br/arquivos/PA2014-2815.pdf"," ","","sim"
13042,"PA0270","",1,"Privado","FAZENDA CALIFÓRNIA","ALMEIRIM","PA","Brasil","","","00°20'19,0""N","053°49'05,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","13/09/2031","https://pergamum.anac.gov.br/arquivos/PA2021-5797.pdf"," ","","sim"
5668,"MG0417","",1,"Privado","Fazenda Morada Nova","SETE LAGOAS","MG","Brasil","","","19°27'19,0""S","044°22'35,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
9082,"MS0584","",1,"Privado","AERÓDROMO KARLA SOPHYA","PORTO MURTINHO","MS","Brasil","","","21°56'59,0""S","057°54'53,0""W"," m","VFR","Sem Operação",17001,"05/23","700 m","18 m","5400 Kg /   0,50 MPa","Terra","","05 - ; 23 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","04/02/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7061.pdf"," ","","não"
13964,"BA0399","",,"","FREIRE","FORMOSA DO RIO PRETO","BA","Brasil","","","11°32'09,0""S","046°08'17,0""W","842 m","VFR","Sem Operação",19942,"09/27","1000 m","18 m","5700 Kg /   0,50 MPa","Grama","","09 - ; 27 - ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","05/08/2032","https://pergamum.anac.gov.br/arquivos/PA2022-8672.pdf"," ","","não"
6161,"PA0258","",1,"Privado","Fazenda Terezinha BC","JACUNDÁ","PA","Brasil","","","04°38'24,0""S","049°15'33,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","sim"
12863,"GO0335","",1,"Privado","Fazenda Entre Rios","ARUANÃ","GO","Brasil","","","14°26'19,0""S","050°51'50,0""W","254 m","VFR","Sem Operação",24342,"05/23","1256 m","36 m","5600 Kg /   0,50 MPa","Terra","","05 - Visual; 23 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","30/05/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11.396.pdf"," ","","não"
10545,"GO0321","",1,"Privado","Fazenda Retiro das Emas","MONTES CLAROS DE GOIÁS","GO","Brasil","","","15°39'20,0""S","051°45'12,0""W"," m","VFR","Sem Operação",14041,"10/28","740 m","20 m","5700 Kg /   0,50 MPa","Terra","","10 - ; 28 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","29/09/2032","https://pergamum.anac.gov.br/arquivos/PA2022-9106.pdf"," ","","não"
15302,"MG0563","",1,"Privado","Sena","MEDINA","MG","Brasil","","","16°18'48,0""S","041°29'34,0""W","828 m","VFR","Sem Operação",20561,"05/23","800 m","18 m","5500 Kg /   0,50 MPa","Terra","","05 - Visual; 23 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","30/08/2032","https://pergamum.anac.gov.br/arquivos/PA2022-8925.pdf"," ","","não"
13642,"MS0650","",1,"Privado","Fazenda Estrella","RIBAS DO RIO PARDO","MS","Brasil","","","19°45'15,0""S","053°53'31,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
17742,"SC0231","",1,"Privado","UNIMED CHAPECÓ","CHAPECÓ","SC","Brasil","","","27°06'17,0""S","052°42'09,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","não"
17064,"BA0427","",1,"Privado","FAZENDA GUARANI","SÃO DESIDÉRIO","BA","Brasil","","","12°53'54,0""S","046°11'25,0""W"," m","VFR","Sem Operação",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","16/01/2033","https://pergamum.anac.gov.br/arquivos/PA2023-10189.pdf"," ","","não"
16508,"","SGAS",,"","Aeropuerto Internacional Silvio Pettirossi","","","Paraguai","","","25°14'23,46""S","057°31'08,88""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo Estrangeiro","Autorizado",,"","","","","não","","",""," ","","não"
20225,"AB0237","",1,"Privado","FPSO Sepetiba","","","","","","","","55 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Águas Brasileiras","Cadastrado",,"","","","","não","","01/10/2026","https://pergamum.anac.gov.br/arquivos/PA2023-12.186.pdf"," ","","N/A"
4118,"SP0593","SJBE",1,"Privado","Ortosíntese","SÃO PAULO","SP","Brasil","","","23°26'20,0""S","046°43'28,0""W","836 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","24/09/2023","https://pergamum.anac.gov.br/arquivos/PA2013-2648.pdf"," ","","não"
4178,"SP0656","SJRZ",1,"Privado","João Domingues de Araújo","SÃO PAULO","SP","Brasil","","","23°36'16,6""S","046°41'38,0""W","805 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","14/12/2031","https://pergamum.anac.gov.br/arquivos/PA2021-6561.pdf"," ","","não"
4226,"SP0701","SNGZ",1,"Privado","Bardahl","CAJAMAR","SP","Brasil","","","23°20'25,0""S","046°50'42,0""W","970 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","16/09/2024","https://pergamum.anac.gov.br/arquivos/PA2014-2185.pdf"," ","","não"
4298,"SP0776","SSRQ",1,"Privado","Reik","GUARUJÁ","SP","Brasil","","","23°57'38,0""S","046°10'57,0""W","3 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","29/12/2032","https://pergamum.anac.gov.br/arquivos/PA2022-10078.pdf"," ","","não"
4370,"TO0014","SDNT",1,"Privado","Fazenda Terra Prometida","PORTO NACIONAL","TO","Brasil","","","10°24'52,0""S","048°15'24,0""W","271 m","VFR","VFR",2827,"03/21","1210 m","20 m","5700 Kg /   0,50 MPa","Asfalto","","03 - ; 21 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","20/01/2027","https://pergamum.anac.gov.br/arquivos/PA2017-0127.pdf"," ","","sim"
4394,"TO0042","SWBF",1,"Privado","Fazenda Boa Fortuna","PIUM","TO","Brasil","","","10°00'18,0""S","049°29'20,0""W","226 m","VFR","Sem Operação",3540,"11/29","1114 m","20 m","5700 Kg /   0,50 MPa","Asfalto","","11 - ; 29 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","26/01/2027","https://pergamum.anac.gov.br/arquivos/PA2017-0201.pdf"," ","","sim"
4454,"MT0145","SIWA",1,"Privado","Fazenda Estrela do Aripuanã","ARIPUANÃ","MT","Brasil","","","10°44'56,0""S","059°22'06,9""W","282 m","VFR","Sem Operação",4690,"09/27","1350 m","23 m","5700 Kg /   0,50 MPa","Grama","","09 - ; 27 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","sim"
14163,"MG0550","",1,"Privado","Mercado Internacional","LAGOA SANTA","MG","Brasil","","","19°39'26,0""S","043°54'48,0""W","780 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","19/05/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11.253.pdf"," ","","não"
99,"MG0015","SNDV",2,"Público","Brigadeiro Antônio Cabral","DIVINÓPOLIS","MG","Brasil","Divinópolis","MG","20°10'55,0""S","044°52'12,0""W","795 m","","",1019,"17/35","1540 m","30 m","20/F/B/X/T","Asfalto","","17 - Visual; 35 - Visual",0,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",1,"Outras Operações","AP-0","","","não","","07/01/2026","https://pergamum.anac.gov.br/arquivos/PA2016-0019.pdf"," ","","não"
5861,"MT0665","SNZS",1,"Privado","Fazenda Vô Zeca","SANTA TEREZINHA","MT","Brasil","","","10°20'55,0""S","050°40'35,0""W","223 m","VFR","Sem Operação",7184,"02/20","1500 m","30 m","5700 Kg /   0,50 MPa","Terra","","02 - Visual; 20 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","14/04/2030","https://pergamum.anac.gov.br/arquivos/PA2020-0731.pdf"," ","","sim"
8136,"MS0566","",1,"Privado","Fazenda Piuva","AQUIDAUANA","MS","Brasil","","","19°52'59,0""S","055°29'14,0""W","169 m","","",15861,"03/21","550 m","18 m","5600 Kg /   0,50 MPa","Terra","","03 - Visual; 21 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","07/12/2031","https://pergamum.anac.gov.br/arquivos/PA2021-6499.pdf"," ","","não"
9284,"AB0188","",1,"Privado","FAIRPLAYER","","","","","","","","35,4 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Águas Brasileiras","Cadastrado",,"","","","","não","","14/01/2024","https://pergamum.anac.gov.br/arquivos/PA2021-4030.pdf"," ","","N/A"
11449,"RR0123","",1,"Privado","AVIAÇÃO AGRÍCOLA MANAIN","BOA VISTA","RR","Brasil","","","02°59'55,0""N","060°43'21,0""W","87 m","","",14201,"02/20","800 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","02 - Visual; 20 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","13/08/2031","https://pergamum.anac.gov.br/arquivos/PA2021-5395.pdf"," ","","sim"
16963,"MT0884","",,"","FAZENDA BANDEIRANTES","ARAPUTANGA","MT","Brasil","","","15°24'55,0""S","058°24'29,0""W","295 m","VFR","Sem Operação",25164,"02/20","1100 m","20 m","5700 Kg /   0,50 MPa","Grama","","02 - Visual; 20 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","18/07/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11.825.pdf"," ","","sim"
18842,"BA0441","",1,"Privado","Patura Maraú","MARAÚ","BA","Brasil","","","13°59'04,0""S","038°56'40,0""W","8 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","28/06/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11.612.pdf"," ","","não"
12702,"RS0198","",1,"Privado","AD CARPENA","SANTA MARIA DO HERVAL","RS","Brasil","","","29°29'07,0""S","050°58'49,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
18504,"MT0913","",1,"Privado","ASL - FAZENDA MATÃO","PARANATINGA","MT","Brasil","","","13°21'38,0""S","054°25'21,0""W"," m","VFR","Sem Operação",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","30/03/2033","https://pergamum.anac.gov.br/arquivos/PA2023-10.801.pdf"," ","","sim"
5684,"CE0117","",1,"Privado","Aerosítio","EUSÉBIO","CE","Brasil","","","03°50'31,0""S","038°26'55,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
12945,"PA0324","",1,"Privado","FAZENDA ORIENTAL","TOMÉ-AÇU","PA","Brasil","","","03°01'47,33""S","048°23'06,0""W"," m","VFR","Sem Operação",16684,"06/24","900 m","18 m","4500 Kg /   0,50 MPa","Piçarra","","06 - Visual; 24 - Visual",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","24/01/2032","https://pergamum.anac.gov.br/arquivos/PA2022-6962.pdf"," ","","sim"
8041,"SP1304","",,"","Fazenda São Marco","ITAPEVA","SP","Brasil","","","23°55'18,0""S","048°49'13,0""W","688 m","VFR","Sem Operação",10444,"13/31","1200 m","20 m","5700 Kg /   0,50 MPa","Asfalto","","13 - ; 31 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","não"
11523,"SP1365","",1,"Privado","Heliponto Bernal II","GUARUJÁ","SP","Brasil","","","23°57'18,0""S","046°12'09,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
12427,"TO0105","",2,"Público","São Félix do Tocantins","SÃO FÉLIX DO TOCANTINS","TO","Brasil","","","10°08'19,0""S","046°38'59,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","sim"
6922,"BA0360","SSBJ",1,"Privado","Fazenda Savana","RIACHÃO DAS NEVES","BA","Brasil","","","11°33'38,0""S","045°33'08,0""W","774 m","VFR","Sem Operação",10241,"09/27","1400 m","23 m","11/F/B/X/U","Asfalto","","09 - Visual; 27 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","19/11/2030","https://pergamum.anac.gov.br/arquivos/PA2020-3147.pdf"," ","","não"
11642,"AM0103","",1,"Privado","POUSADA ACARÍ","NOVO ARIPUANÃ","AM","Brasil","","","05°46'38,0""S","059°55'39,0""W","78 m","VFR","Sem Operação",15525,"16/34","1000 m","18 m","5700 Kg /   0,50 MPa","Terra","","16 - Visual; 34 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","13/12/2031","https://pergamum.anac.gov.br/arquivos/PA2021-6543.pdf"," ","","sim"
6745,"AB0146","",1,"Privado","PETROBRAS 68","","","","","","","","44,5 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Águas Brasileiras","Cadastrado",,"","","","","não","","28/08/2025","https://pergamum.anac.gov.br/arquivos/PA2022-8185.pdf"," ","","N/A"
7164,"MS0549","",1,"Privado","Agropecuária Antunes","LAGUNA CARAPÃ","MS","Brasil","","","22°44'37,0""S","055°13'59,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","30/04/2031","https://pergamum.anac.gov.br/arquivos/PA2021-4509.pdf"," ","","não"
9662,"RJ0360","",1,"Privado","FAZENDA VALE DAS VIDEIRAS","PETRÓPOLIS","RJ","Brasil","","","22°24'20,0""S","043°19'34,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
14802,"MT0844","",1,"Privado","FAZENDA RIO BONITO","NOVA UBIRATÃ","MT","Brasil","","","13°31'06,0""S","055°04'47,0""W"," m","VFR","Sem Operação",19081,"18/36","1000 m","18 m","5700 Kg /   0,50 MPa","Terra","","18 - ; 36 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","30/06/2032","https://pergamum.anac.gov.br/arquivos/PA2022-8333.pdf"," ","","sim"
19543,"PA0365","",1,"Privado","FAZENDA ESTRELA DO ARAGUAIA","FLORESTA DO ARAGUAIA","PA","Brasil","","","07°27'40,0""S","049°21'38,0""W","153 m","VFR","Sem Operação",26521,"05/23","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","05 - Visual; 23 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","19/07/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11.870.pdf"," ","","sim"
3424,"PE0049","SNRR",1,"Privado","Hospital Miguel Arraes","PAULISTA","PE","Brasil","","","07°55'13,0""S","034°53'28,0""W","45 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","09/10/2027","https://pergamum.anac.gov.br/arquivos/PA2017-3180.pdf"," ","","não"
3484,"MS0265","",1,"Privado","Fazenda Acarajá","AMAMBAI","MS","Brasil","","","23°00'04,0""S","054°41'58,0""W","373 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","09/05/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11180.pdf"," ","","não"
18742,"AB0226","",1,"Privado","FPSO ANITA GARIBALDI MV33","","","","","","","","55 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Águas Brasileiras","Cadastrado",,"","","","","não","","10/03/2026","https://pergamum.anac.gov.br/arquivos/PA2023-10.708.pdf"," ","","N/A"
5711,"MT0586","",1,"Privado","Vilas Boas do Xingú","PARANATINGA","MT","Brasil","","","12°32'08,9""S","054°06'22,7""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","sim"
13603,"MT0809","",1,"Privado","FAZENDA MONTE LÍBANO","SANTO ANTÔNIO DO LESTE","MT","Brasil","","","14°51'58,0""S","053°52'56,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","25/01/2032","https://pergamum.anac.gov.br/arquivos/PA2022-6971.pdf"," ","","sim"
6468,"AB0078","",1,"Privado","OCEAN COURAGE","","","","","","","","29,5 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Águas Brasileiras","Cadastrado",,"","","","","não","","16/05/2024","https://pergamum.anac.gov.br/arquivos/PA2021-4910.pdf"," ","","N/A"
11524,"SC0207","",1,"Privado","Aeródromo WESTRUP","IMARUÍ","SC","Brasil","","","28°16'05,0""S","048°53'16,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
