"Id do Aeródromo","CIAD","Código OACI","Id to Tipo de Uso","Tipo de Uso","Nome","Município","UF","País","Município Servido","UF Servido","Latitude","Longitude","Altitude","Operação Diurna","Operação Noturna","Id da Pista 1","Designação (Pista 1)","Comprimento (Pista 1)","Largura (Pista 1)","Resistência (Pista 1)","Superfície (Pista 1)","Aeronave Crítica (Pista 1)","Tipo Operação por Cabeceira (Pista 1)","Luzes de Eixo de Pista (Pista 1)","Luzes de Borda de Pista (Pista 1)","Id da Pista 2","Designação (Pista 2)","Comprimento (Pista 2)","Largura (Pista 2)","Resistência (Pista 2)","Superfície (Pista 2)","Aeronave Crítica (Pista 2)","Tipo Operação por Cabeceira (Pista 2)","Luzes de Eixo de Pista (Pista 2)","Luzes de Borda de Pista (Pista 2)","Tipo de Cadastro","Situação","Classe RBAC 153","Perfil Operacional RBAC 153","Classe RBAC 107","Tipo de Operação Internacional (nomenclatura OACI)","Tipo de Operação Internacional (conforme AIP BRASIL)","Certificação Operacional","Portaria de Certificação","Validade do Cadastro","Portaria de Cadastro","Restrição","Referência Cautelar","Amazônia Legal"
10182,"ES0050","",1,"Privado","WAVE IRIRI ANCHIETA","ANCHIETA","ES","Brasil","","","20°48'40,0""S","040°39'50,0""W","20 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","23/11/2031","https://pergamum.anac.gov.br/arquivos/PA2021-6245.pdf"," ","","não"
14242,"MA0144","",1,"Privado","FAZENDA BELA VISTA - VONTOBEL AGRÍCOLA","AFONSO CUNHA","MA","Brasil","","","04°11'52,0""S","043°18'15,0""W","128 m","VFR","Sem Operação",23701,"17/35","1350 m","30 m","5700 Kg /   0,50 MPa","Piçarra","","17 - Visual; 35 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","21/03/2033","https://pergamum.anac.gov.br/arquivos/PA2023-10603.pdf"," ","","não"
19485,"MT0933","",1,"Privado","FAZENDA TUIUIU","SANTA RITA DO TRIVELATO","MT","Brasil","","","13°48'20,0""S","055°29'41,0""W"," m","VFR","Sem Operação",26442,"01/19","1000 m","18 m","5700 Kg /   0,54 MPa","Cascalho","","01 - Visual; 19 - Visual",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","19/07/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11.848.pdf"," ","","sim"
5982,"PA0257","SSUD",1,"Privado","Fazenda Serra Dourada","ITAITUBA","PA","Brasil","","","05°42'59,0""S","056°26'07,0""W","133 m","VFR","Sem Operação",7669,"01/19","587 m","20 m","4000 Kg /   0,50 MPa","Terra","","01 - Visual; 19 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","07/05/2030","https://pergamum.anac.gov.br/arquivos/PA2020-0832.pdf"," ","","sim"
6227,"SC0187","",1,"Privado","Helitur","BRAÇO DO NORTE","SC","Brasil","","","28°17'53,0""S","049°05'36,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
6601,"MT0686","SWJS",1,"Privado","Santa Rosa Pantanal Hotel","POCONÉ","MT","Brasil","","","17°21'59,0""S","056°47'30,0""W","111 m","VFR","Sem Operação",8181,"12/30","900 m","18 m","5700 Kg /   0,50 MPa","Terra","","12 - Visual; 30 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","14/07/2030","https://pergamum.anac.gov.br/arquivos/PA2020-1664.pdf"," ","","sim"
7602,"MT0688","",1,"Privado","Fazenda Guará","VILA BELA DA SANTÍSSIMA TRINDADE","MT","Brasil","","","15°03'01,0""S","060°01'06,0""W","245 m","VFR","Sem Operação",11801,"02/20","800 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","02 - Visual; 20 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","26/02/2031","https://pergamum.anac.gov.br/arquivos/PA2021-4307.pdf"," ","","sim"
10922,"RJ0363","",1,"Privado","FAZENDA SAMUEL ALVES","RIO CLARO","RJ","Brasil","","","22°42'04,0""S","044°00'43,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
6704,"AB0186","",1,"Privado","OCEANIC SIRIUS","","","","","","","","20 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Águas Brasileiras","Cadastrado",,"","","","","não","","02/07/2023","https://pergamum.anac.gov.br/arquivos/PA2020-1699.pdf"," ","","N/A"
5664,"MG0414","",1,"Privado","Haras RPC","NOVA LIMA","MG","Brasil","","","20°09'59,3""S","043°55'43,6""W","1279 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
14403,"AC0023","",1,"Privado","Centro Integrado de Ensino e Pesquisa Francisco Mangabeira - CIEPS","RIO BRANCO","AC","Brasil","","","09°58'21,0""S","067°51'28,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","02/01/2033","https://pergamum.anac.gov.br/arquivos/PA2022-10147.pdf"," ","","sim"
7975,"CE0148","",1,"Privado","Manoel Rodrigues","INDEPENDÊNCIA","CE","Brasil","","","05°26'56,0""S","040°13'21,0""W","360 m","VFR","Sem Operação",10961,"13/31","400 m","18 m","4000 Kg /   0,50 MPa","Cascalho","","13 - Visual; 31 - Visual",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","29/12/2030","https://pergamum.anac.gov.br/arquivos/PA2020-3781.pdf"," ","","não"
14028,"SP1425","",1,"Privado","ARAUCÁRIA","CAMPOS DO JORDÃO","SP","Brasil","","","22°41'09,0""S","045°31'50,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
11106,"MS0613","",1,"Privado","Fazenda Santa Rita de Cássia","PARAÍSO DAS ÁGUAS","MS","Brasil","","","19°22'10,0""S","053°13'23,0""W","600 m","VFR","Sem Operação",18161,"01/19","899 m","18 m","5000 Kg /   0,50 MPa","Grama","","01 - ; 19 - ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","27/04/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7818.pdf"," ","","não"
11762,"MG0528","",1,"Privado","AERÓDROMO AEROCLUBE CANTO DA MATA","SÃO JOÃO DA LAGOA","MG","Brasil","","","16°48'24,0""S","044°07'52,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
6629,"AB0118","",1,"Privado","SAPURA ESMERALDA","","","","","","","","28,8 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Águas Brasileiras","Cadastrado",,"","","","","não","","27/02/2025","https://pergamum.anac.gov.br/arquivos/PA2022-7169.pdf"," ","","N/A"
16022,"TO0115","",1,"Privado","AGT AGROPECUÁRIA","ARAGUAÇU","TO","Brasil","","","12°48'47,0""S","049°34'10,0""W","305 m","","",20921,"14/32","750 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","14 - ; 32 - ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","24/10/2032","https://pergamum.anac.gov.br/arquivos/PA2022-9519.pdf"," ","","sim"
15942,"MT0859","",1,"Privado","FAZENDA MARÍLIA","JUARA","MT","Brasil","","","10°44'47,0""S","057°59'10,0""W","258 m","","",20484,"06/24","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","06 - ; 24 - ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","25/08/2032","https://pergamum.anac.gov.br/arquivos/PA2022-8858.pdf"," ","","sim"
17282,"MT0896","",1,"Privado","Agronova","TORIXORÉU","MT","Brasil","","","16°07'23,0""S","052°29'07,0""W","364 m","VFR","Sem Operação",23461,"12/30","1350 m","18 m","5700 Kg /   0,50 MPa","Asfalto","","12 - ; 30 - ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","13/02/2033","https://pergamum.anac.gov.br/arquivos/PA2023-10436.pdf"," ","","sim"
10623,"RO0070","",1,"Privado","CAPUTI","VILHENA","RO","Brasil","","","12°43'09,0""S","060°12'09,0""W"," m","VFR","Sem Operação",12961,"02/20","800 m","18 m","5700 Kg /  50,00 MPa","Cascalho","","02 - Visual; 20 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","01/06/2031","https://pergamum.anac.gov.br/arquivos/PA2021-4902.pdf"," ","","sim"
5629,"MS0472","",1,"Privado","Fazenda Recreio","RIBAS DO RIO PARDO","MS","Brasil","","","20°12'30,0""S","053°46'30,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
6769,"AB0160","",1,"Privado","PETROBRAS 20","","","","","","","","32,3 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Águas Brasileiras","Cadastrado",,"","","","","não","","23/10/2025","https://pergamum.anac.gov.br/arquivos/PA2022-9207.pdf"," ","","N/A"
7983,"DF0049","",1,"Privado","Colibri","BRASÍLIA","DF","Brasil","","","15°53'32,0""S","047°57'32,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
8221,"BA0346","",1,"Privado","Campo Formoso","CAMPO FORMOSO","BA","Brasil","","","10°29'41,0""S","040°29'15,0""W","855 m","VFR","Sem Operação",10361,"02/20","1200 m","23 m","5700 Kg /   0,50 MPa","Asfalto","","02 - ; 20 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","29/12/2030","https://pergamum.anac.gov.br/arquivos/PA2020-3564.pdf"," ","","não"
13045,"MA0140","",1,"Privado","FAZENDA MARIA HELENA","SÃO JOÃO DOS PATOS","MA","Brasil","","","06°22'01,0""S","043°41'39,0""W"," m","VFR","Sem Operação",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","13/10/2032","https://pergamum.anac.gov.br/arquivos/PA2022-9250.pdf"," ","","não"
13702,"MS0651","",1,"Privado","POLEIRO RETIRO","CORUMBÁ","MS","Brasil","","","17°27'10,0""S","056°14'53,0""W"," m","VFR","Sem Operação",19184,"13/31","900 m","18 m","5000 Kg /   0,50 MPa","Grama","","13 - ; 31 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","12/07/2032","https://pergamum.anac.gov.br/arquivos/PA2022-8391.pdf"," ","","não"
5921,"MS0520","SNAI",1,"Privado","Fazenda Nossa Senhora das Graças","JATEÍ","MS","Brasil","","","22°44'27,0""S","053°48'13,0""W","304 m","VFR","Sem Operação",7481,"01/19","600 m","18 m","5600 Kg /   0,50 MPa","Grama","","01 - Visual; 19 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","17/06/2030","https://pergamum.anac.gov.br/arquivos/PA2020-1419.pdf"," ","","não"
7381,"MG0483","",1,"Privado","Estância Vincas","ÁGUAS VERMELHAS","MG","Brasil","","","15°32'04,0""S","041°33'42,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
14203,"MG0551","",1,"Privado","FAZENDA TERRA NOVA","JOÃO PINHEIRO","MG","Brasil","","","17°52'27,0""S","046°03'38,0""W","809 m","VFR","Sem Operação",18864,"06/24","900 m","20 m","5700 Kg /   0,50 MPa","Terra","","06 - Visual; 24 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","10/06/2032","https://pergamum.anac.gov.br/arquivos/PA2022 - 8226.pdf"," ","","não"
8134,"RS0180","",1,"Privado","Granitos.COM","NOVA ARAÇÁ","RS","Brasil","","","28°39'46,0""S","051°44'26,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","25/02/2031","https://pergamum.anac.gov.br/arquivos/PA2021-4177.pdf"," ","","não"
8523,"BA0378","",1,"Privado","FAZENDA ENTRE RIOS","SÃO DESIDÉRIO","BA","Brasil","","","12°27'14,0""S","045°23'18,0""W"," m","VFR","Sem Operação",15201,"10/28","1000 m","18 m","5700 Kg /   0,50 MPa","Terra","","10 - ; 28 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","15/10/2031","https://pergamum.anac.gov.br/arquivos/PA2021-6081.pdf"," ","","não"
16642,"SC0227","",1,"Privado","NAVEPARK","NAVEGANTES","SC","Brasil","","","26°50'10,0""S","048°42'43,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","03/05/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11.004.pdf"," ","","não"
3837,"SP0323","SDEY",1,"Privado","Imigrantes","DIADEMA","SP","Brasil","","","23°41'20,0""S","046°36'19,0""W","779 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","06/02/2025","https://pergamum.anac.gov.br/arquivos/PA2015-0286.pdf"," ","","não"
3909,"SP0398","SDOP",1,"Privado","EMS Sigma Pharma 2","HORTOLÂNDIA","SP","Brasil","","","22°53'44,8""S","047°11'25,6""W","648 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","13/08/2030","https://pergamum.anac.gov.br/arquivos/PA2020-1899.pdf"," ","","não"
4377,"TO0022","SIYS",1,"Privado","Fazenda Sertaneja","ANANÁS","TO","Brasil","","","06°13'33,0""S","048°15'07,0""W","142 m","VFR","Sem Operação",3585,"06/24","1060 m","18 m","4000 Kg /   0,50 MPa","Grama","","06 - ; 24 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","15/03/2027","https://pergamum.anac.gov.br/arquivos/PA2017-0733.pdf"," ","","sim"
196,"PR0036","SSPS",2,"Público","Dimorvan Carraro","PALMAS","PR","Brasil","Palmas","PR","26°28'20,0""S","051°58'32,0""W","1100 m","VFR","Sem Operação",894,"03/21","1050 m","23 m","19/F/C/Y/U","Asfalto","","03 - ; 21 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",1,"Outras Operações","AP-0","","","não","","13/04/2030","https://pergamum.anac.gov.br/arquivos/PA2020-0983.pdf"," ","","não"
5656,"RJ0284","",1,"Privado","Porto Maravilha Corporate","RIO DE JANEIRO","RJ","Brasil","","","22°54'03,0""S","043°12'32,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
7181,"MG0482","",1,"Privado","Anderson Franco","IPATINGA","MG","Brasil","","","19°27'34,0""S","042°34'16,0""W","334 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","28/01/2031",""," ","","não"
157,"PB0010","SIBZ",2,"Público","Itaporanga","ITAPORANGA","PB","Brasil","Itaporanga","PB","07°18'40,0""S","038°06'49,0""W","292 m","","",987,"14/32","1195 m","24 m","8/F/B/Y/U","Asfalto","","14 - Visual; 32 - Visual",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",1,"Outras Operações","AP-0","","","não","","12/01/2028","https://pergamum.anac.gov.br/arquivos/PA2018-0027.pdf"," ","","não"
6623,"AB0106","",1,"Privado","PETROBRAS 07","","","","","","","","21 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Águas Brasileiras","Cadastrado",,"","","","","não","","","https://pergamum.anac.gov.br/arquivos/PA2022-7419.pdf"," ","","N/A"
12903,"MG0538","",1,"Privado","HELIPONTO ECO RESORT OURO PRETO","OURO PRETO","MG","Brasil","","","20°29'00,0""S","043°35'39,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
16009,"MT0862","",,"","Fazenda Paranoá","CANARANA","MT","Brasil","","","13°12'15,0""S","052°11'41,0""W","381 m","VFR","Sem Operação",23364,"03/21","1100 m","20 m","5700 Kg /   0,50 MPa","Piçarra","","03 - ; 21 - ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","10/02/2033","https://pergamum.anac.gov.br/arquivos/PA2023-10407.pdf"," ","","sim"
15127,"RR0137","",1,"Privado","Fazenda São José","CARACARAÍ","RR","Brasil","","","01°45'29,0""N","061°09'52,0""W","59 m","VFR","Sem Operação",25624,"05/23","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","05 - Visual; 23 - Visual",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","21/06/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11.558.pdf"," ","","sim"
4382,"TO0028","SJFL",1,"Privado","Fazenda Campo Formoso","SANDOLÂNDIA","TO","Brasil","","","12°33'42,0""S","049°51'56,0""W","330 m","VFR","Sem Operação",3332,"06/24","800 m","20 m","5000 Kg /   0,50 MPa","Cascalho","","06 - ; 24 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","10/04/2025","https://pergamum.anac.gov.br/arquivos/PA2015-0857.pdf"," ","","sim"
4466,"RR0111","SWPD",1,"Privado","Pouso da Águia","CANTÁ","RR","Brasil","","","02°47'01,0""N","060°35'16,0""W","86 m","VFR","Sem Operação",3698,"06/24","750 m","18 m","3000 Kg /   0,50 MPa","Asfalto","","06 - ; 24 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","sim"
4538,"PE0076","",1,"Privado","Hospital Otávio de Freitas","RECIFE","PE","Brasil","","","08°05'04,0""S","034°57'43,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
4634,"CE0041","SIYG",1,"Privado","Gorduras e Margarinas Especiais - GME","FORTALEZA","CE","Brasil","","","03°43'09,0""S","038°28'27,0""W","24 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","16/04/2025","https://pergamum.anac.gov.br/arquivos/PA2015-0915.pdf"," ","","não"
6491,"SP1302","SWGA",1,"Privado","Represa Avaré","AVARÉ","SP","Brasil","","","23°12'07,0""S","048°59'05,0""W","572 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","não"
13082,"MT0802","",1,"Privado","FAZENDA SÃO JOSÉ","PEIXOTO DE AZEVEDO","MT","Brasil","","","10°02'37,0""S","053°52'07,0""W","348 m","VFR","Sem Operação",17641,"05/23","1100 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","05 - ; 23 - ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","14/03/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7468.pdf"," ","","sim"
8382,"MG0494","",1,"Privado","CARNEIRINHO AGROINDUSTRIAL S.A.","CARNEIRINHO","MG","Brasil","","","19°48'35,61""S","050°46'53,52""W"," m","VFR","Sem Operação",10621,"04/22","984 m","22 m","5600 Kg /  50,00 MPa","Cascalho","","04 - ; 22 - Visual",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","15/01/2030","https://pergamum.anac.gov.br/arquivos/PA2020-3484.pdf"," ","","não"
11966,"SC0209","",1,"Privado","CALEDÔNIA","CAMBORIÚ","SC","Brasil","","","27°02'27,0""S","048°40'18,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
16246,"PR0233","",1,"Privado","CLUBE DE VOO DE ÂNGULO","ÂNGULO","PR","Brasil","","","23°09'11,0""S","051°52'04,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
6169,"GO0294","",1,"Privado","São Salvador Alimentos Itaberaí","ITABERAÍ","GO","Brasil","","","16°00'27,0""S","049°47'56,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","não"
6307,"AB0051","",1,"Privado","PETROBRAS 43","","","","","","","","28,8 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Águas Brasileiras","Cadastrado",,"","","","","não","","09/01/2024","https://pergamum.anac.gov.br/arquivos/PA2020-3523.pdf"," ","","N/A"
8123,"PA0274","",1,"Privado","FAZENDA CURUÁ","ALENQUER","PA","Brasil","","","01°23'41,0""S","055°07'34,0""W","70 m","VFR","Sem Operação",13384,"14/32","600 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","14 - Visual; 32 - Visual",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","31/05/2031","https://pergamum.anac.gov.br/arquivos/PA2021-4947.pdf"," ","","sim"
9883,"BA0385","",1,"Privado","FAZENDA CHAPADÃO","BARREIRAS","BA","Brasil","","","11°58'56,0""S","046°12'54,0""W","846 m","VFR","Sem Operação",15501,"03/21","1000 m","30 m","5700 Kg /   0,50 MPa","Terra","","03 - Visual; 21 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","05/11/2031","https://pergamum.anac.gov.br/arquivos/PA2021-6233.pdf"," ","","não"
10482,"BA0388","",1,"Privado","FAZENDA OLINDA","SÃO DESIDÉRIO","BA","Brasil","","","12°33'38,0""S","045°52'25,0""W","792 m","","",17661,"04/22","990 m","20 m","11/F/B/X/U","Asfalto","","04 - ; 22 - ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","06/04/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7641.pdf"," ","","não"
216,"RS0005","SBPK",2,"Público","Aeroporto Internacional de Pelotas/RS - João Simões Lopes Neto;","PELOTAS","RS","Brasil","Pelotas","RS","31°42'58,0""S","052°19'52,0""W","18 m","","",1037,"06/24","1980 m","42 m","35/R/B/W/T","Concreto","","06 - IFR Não Precisão; 24 - IFR Não Precisão",,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",1,"RBAC 121","AP-1","Público Táxi Aéreo e Aviação Geral (RNS)","","não","","13/11/2027","https://pergamum.anac.gov.br/arquivos/PA2017-3710.pdf"," ","","não"
18282,"BA0435","",1,"Privado","FAZENDA WUSTRO","CORRENTINA","BA","Brasil","","","13°32'31,0""S","045°35'49,0""W","780 m","VFR","Sem Operação",23441,"13/31","1100 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","13 - Visual; 31 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","27/02/2033","https://pergamum.anac.gov.br/arquivos/PA2023-10.424.pdf"," ","","não"
4441,"PI0070","SDXB",1,"Privado","Piracuruca","PIRACURUCA","PI","Brasil","","","03°53'32,0""S","041°42'40,0""W","111 m","VFR","Sem Operação",10222,"04/22","1350 m","20 m","5700 Kg /   0,50 MPa","Terra","","04 - ; 22 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","03/12/2030",""," ","","não"
4465,"MG0204","SWUJ",1,"Privado","São Gotardo","SÃO GOTARDO","MG","Brasil","","","19°20'51,0""S","046°06'15,0""W","1177 m","VFR","Sem Operação",4499,"17/35","1045 m","20 m","5600 Kg /   0,50 MPa","Terra","","17 - ; 35 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","28/01/2024","https://pergamum.anac.gov.br/arquivos/PA2014-0223.pdf"," ","","não"
4561,"MG0120","SJFV",1,"Privado","Fazenda Gaia","MONTE ALEGRE DE MINAS","MG","Brasil","","","18°45'59,0""S","048°45'17,0""W","822 m","VFR","Sem Operação",4065,"01/19","1268 m","20 m","5600 Kg /   0,50 MPa","Cascalho","","01 - ; 19 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","30/03/2033","https://pergamum.anac.gov.br/arquivos/PA2023-10.749.pdf"," ","","não"
4573,"BA0142","SNMU",1,"Privado","Mucuri","MUCURI","BA","Brasil","","","18°02'58,0""S","039°51'48,0""W","84 m","VFR","Sem Operação",11087,"05/23","1400 m","18 m","9/F/C/Y/T","Asfalto","","05 - ; 23 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","28/09/2032","https://pergamum.anac.gov.br/arquivos/PA2022-9220.pdf"," ","","não"
4645,"MS0352","SSXW",1,"Privado","Fazenda São Paulo","IVINHEMA","MS","Brasil","","","22°17'44,0""S","053°50'56,0""W","364 m","VFR","Sem Operação",3767,"03/21","1100 m","30 m","2500 Kg /   0,50 MPa","Grama","","03 - ; 21 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","não"
5624,"MA0095","",1,"Privado","Fazenda Weides Junior","ARAGUANÃ","MA","Brasil","","","03°00'37,0""S","045°41'10,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","sim"
6764,"AB0154","",1,"Privado","SKANDI AÇU","","","","","","","","21,5 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Águas Brasileiras","Cadastrado",,"","","","","não","","24/09/2025","https://pergamum.anac.gov.br/arquivos/PA2022-9089.pdf"," ","","N/A"
9846,"PI0084","SDD6",1,"Privado","FAZENDA NOVA ALIANÇA UDO KUDIESS E FILHOS","URUÇUÍ","PI","Brasil","","","07°31'24,0""S","044°30'00,0""W","403 m","VFR","Sem Operação",14522,"11/29","1300 m","18 m","15/F/B/X/U","Asfalto","","11 - Visual; 29 - Visual",,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","20/08/2031","https://pergamum.anac.gov.br/arquivos/PA2023-11.482.pdf"," ","","não"
7971,"CE0144","",1,"Privado","Wpc Brazil","PACAJUS","CE","Brasil","","","04°08'40,0""S","038°29'00,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
